source_url,target_url,status_code
https://blog.wulujia.com/theorg,https://wlj.me/posts/theorg/,301
https://blog.wulujia.com/ubuntu-24-dot-04,https://wlj.me/posts/ubuntu-24-dot-04/,301
https://blog.wulujia.com/ubuntu-li-de-zhong-wen-shu-ru-fa,https://wlj.me/posts/ubuntu-chinese-input-method/,301
https://blog.wulujia.com/wo-de-xi-guan-yang-cheng-xin-de,https://wlj.me/posts/habit-building-tips/,301
https://blog.wulujia.com/wo-wei-shi-yao-yong-posthaven,https://wlj.me/posts/why-i-use-posthaven/,301
https://blog.wulujia.com/x,https://wlj.me/posts/x-acquisition-one-year/,301
https://blog.wulujia.com/xiao-ri-zi-easyday-1-dot-0-1,https://wlj.me/posts/easyday-1-0-1/,301
https://blog.wulujia.com/xiao-ri-zi-mang-zhong-you-le,https://wlj.me/posts/easyday-busy-but-fun/,301
https://blog.wulujia.com/xiao-shou-ji-qi-ren,https://wlj.me/posts/sales-bots/,301
https://blog.wulujia.com/xiao-shou-xian-suo,https://wlj.me/posts/sales-leads/,301
https://blog.wulujia.com/xie-zai-glance-chamburr,https://wlj.me/posts/uninstall-glance-chamburr/,301
https://blog.wulujia.com/xie-zuo-de-fang-fa,https://wlj.me/posts/writing-methods/,301
https://blog.wulujia.com/yang-lao-ji-ge-ling-san-de-dian,https://wlj.me/posts/random-thoughts-on-retirement/,301
https://blog.wulujia.com/ying-shu-hui,https://wlj.me/posts/hard-book-club/,301
https://blog.wulujia.com/yu-yin-bi-ji,https://wlj.me/posts/voice-notes/,301
https://blog.wulujia.com/yu-yin-ri-ji,https://wlj.me/posts/voice-diary/,301
https://blog.wulujia.com/zai-endeavour-os-an-zhuang-fcitx,https://wlj.me/posts/endeavouros-install-fcitx/,301
https://blog.wulujia.com/zai-xian-yu-yue-xi-tong,https://wlj.me/posts/online-booking-systems/,301
https://blog.wulujia.com/zen-yao-kan-dong-jia-gong-si,https://wlj.me/posts/how-to-understand-a-company/,301
https://blog.wulujia.com/zhen-ai-meng-xiang,https://wlj.me/posts/zhenai-dream-foundation/,301
https://blog.wulujia.com/app-store-xin-ying-yong-ke-neng-zai-sou-suo-jie-guo-li-que-zhan-shi-tu-pian,https://wlj.me/posts/app-store-missing-screenshots/,301
https://blog.wulujia.com/arch-linux-qing-chu-gu-li-ruan-jian-bao,https://wlj.me/posts/arch-linux-remove-orphan-packages/,301
https://blog.wulujia.com/arch-linux-xia-zai-nautilus-jia-zai-google-drive,https://wlj.me/posts/arch-linux-nautilus-google-drive/,301
https://blog.wulujia.com/bai-fang-liao-ji-jia-le-ling-ji-gou,https://wlj.me/posts/visiting-senior-care-centers/,301
https://blog.wulujia.com/boxcounter-xi-huan-de-san-ge-kai-yuan-ruan-jian,https://wlj.me/posts/boxcounter-favorite-open-source/,301
https://blog.wulujia.com/chrome-slash-obsidian-da-yin-shi-bu-xian-shi-zhong-wen-wen-ti,https://wlj.me/posts/chrome-obsidian-chinese-print-issue/,301
https://blog.wulujia.com/chuang-zuo-zhe-xiao-shou-dian-zi-nei-rong-de-gong-ju-zylvie,https://wlj.me/posts/zylvie-digital-content-sales/,301
https://blog.wulujia.com/fang-qi-mu-biao-xuan-ze-tan-suo-xin-qi-xing,https://wlj.me/posts/abandon-goals-explore-novelty/,301
https://blog.wulujia.com/guan-yu-xie-zuo-de-ji-pian-wen-zhang,https://wlj.me/posts/articles-about-writing/,301
https://blog.wulujia.com/hisense-a9-root-and-install-google-play,https://wlj.me/posts/hisense-a9-root-and-install-google-play/,301
https://blog.wulujia.com/huo-xu-wei-lai-ke-yi-kai-ge-ying-wen-youtube-pin-dao,https://wlj.me/posts/english-youtube-channel-idea/,301
https://blog.wulujia.com/iterm2-xia-ji-ge-ke-yi-yong-de-zi-ti,https://wlj.me/posts/iterm2-usable-fonts/,301
https://blog.wulujia.com/kao-lu-zai-gei-fu-hua-qi-zuo-ge-blog-he-twitter,https://wlj.me/posts/incubator-blog-and-twitter/,301
https://blog.wulujia.com/linux-switch-some-key-to-make-keyboard-work-like-mac,https://wlj.me/posts/linux-switch-some-key-to-make-keyboard-work-like-mac/,301
https://blog.wulujia.com/mac-xia-kai-qi-sshd-deng-lu-hou-ma-shang-duan-kai-lian-jie-de-chong-ke-neng,https://wlj.me/posts/mac-sshd-instant-disconnect-fix/,301
https://blog.wulujia.com/md-wen-jian-zai-macos-xia-de-quick-look-cha-jian,https://wlj.me/posts/macos-markdown-quicklook-plugin/,301
https://blog.wulujia.com/safe-financing-documents-from-y-combinator,https://wlj.me/posts/safe-financing-documents-from-y-combinator/,301
https://blog.wulujia.com/slax-note-li-wo-xian-zai-de-zi-ding-yi-prompt,https://wlj.me/posts/slax-note-custom-prompts/,301
https://blog.wulujia.com/ubuntu-xia-ibus-zai-chrome-li-hui-ba-xuan-zhong-wen-zi-shan-chu-de-jie-jue,https://wlj.me/posts/ubuntu-ibus-chrome-text-deletion-fix/,301
https://blog.wulujia.com/vs-code-commit-zhong-wen-ming-luan-ma,https://wlj.me/posts/vscode-commit-chinese-encoding/,301
https://blog.wulujia.com/wei-xin-peng-you-quan-bu-neng-gai-cuo-bie-zi,https://wlj.me/posts/wechat-moments-no-typo-fix/,301
https://blog.wulujia.com/wo-ping-shi-zen-yao-shi-yong-liang-bu-shou-ji,https://wlj.me/posts/using-two-phones/,301
https://blog.wulujia.com/wo-xian-zai-xue-ying-yu-de-fang-fa,https://wlj.me/posts/my-english-learning-method/,301
https://blog.wulujia.com/wo-yong-wise-de-liang-ge-chang-jing,https://wlj.me/posts/two-use-cases-for-wise/,301
https://blog.wulujia.com/xiao-gong-si-de-xin-xi-an-quan-san-ban-fu,https://wlj.me/posts/small-company-security-basics/,301
https://blog.wulujia.com/xiao-ri-zi-easyday-jin-ri-shang-xian,https://wlj.me/posts/easyday-launch/,301
https://blog.wulujia.com/ying-wen-ban-debian-an-zhuang-ibus-pinyin,https://wlj.me/posts/debian-install-ibus-pinyin/,301
https://blog.wulujia.com/yong-photos-he-notes-zuo-wei-bian-ji-gong-ju-de-wang-zhan,https://wlj.me/posts/websites-using-photos-notes-as-editor/,301
https://blog.wulujia.com/yong-vimium-jian-pan-cao-zuo-liu-lan-qi,https://wlj.me/posts/vimium-keyboard-browser-navigation/,301
https://blog.wulujia.com/posts.atom,https://wlj.me/index.xml,301
